Heroe 1,Heroe 2,Result
Aquaman,Leviathan,2
Aquaman,Loki,2
Aquaman,Loki (Mind Stone),2
Aquaman,Loki (Keeper Of The Multiverse),1
Aquaman,Loki (Variant L1130),2
Aquaman,Loki (King of Asgard),2
Aquaman,Luke Cage,2
Aquaman,M'baku,2
Aquaman,Makkari,1
Aquaman,Malekith (Reality Stone),1
Aquaman,Malekith,2
Aquaman,Mandarin,1
Aquaman,Mantis,1
Aquaman,Mighty Thor,2
Aquaman,MODOK,1
Aquaman,Moon Knight,2
Aquaman,Mr. Fantastic (Earth 838),2
Aquaman,Mr. Knight,2
Aquaman,Ms. America,2
Aquaman,Ms. Marvel,1
Aquaman,Mysterio,1
Aquaman,Namor,1
Aquaman,Nebula,2
Aquaman,Nick Fury,2
Aquaman,Nomad,1
Aquaman,Odin,2
Aquaman,Okoye,2
Aquaman,Outrider,1
Aquaman,Pepper Potts (Extremis),1
Aquaman,Phastos,1
Aquaman,Photon,1
Aquaman,Proxima Midnight,1
Aquaman,Quake,1
Aquaman,Quicksilver,2
Aquaman,Red Guardian,1
Aquaman,Red Skull (Stonekeeper),1
Aquaman,Red Skull,2
Aquaman,Rescue,2
Aquaman,Rocket Raccoon,1
Aquaman,Ronan The Accuser (Power Stone),1
Aquaman,Ronan The Accuser,1
Aquaman,Ronin,1
Aquaman,Scarlet Witch,2
Aquaman,Sersi (uni-mind),1
Aquaman,Sersi,1
Aquaman,Shang-Chi,2
Aquaman,She-Hulk,1
Aquaman,Shuri,2
Aquaman,Sif,2
Aquaman,Sinister Strange,2
Aquaman,Smart Hulk,1
Aquaman,Spectral Vision,1
Aquaman,Spider-Man,2
Aquaman,Star-Lord (Celestial Power),1
Aquaman,Star-Lord,2
Aquaman,Stature,1
Aquaman,Surtur,1
Aquaman,Swole Groot,1
Aquaman,Talos The Untamed,2
Aquaman,Taskmaster,1
Aquaman,Teenage Groot,1
Aquaman,Thanos,1
Aquaman,Thanos (Infinity Gauntlet),1
Aquaman,The Collector,2
Aquaman,The Executioner,1
Aquaman,The Grandmaster,1
Aquaman,The Great Protector,1
Aquaman,The Punisher,2
Aquaman,Thena,1
Aquaman,Thor (Pre-Ragnarok),2
Aquaman,Thor (Awakened),1
Aquaman,Thor,1
Aquaman,Ultron,1
Aquaman,Unworthy Thor,1
Aquaman,Valkyrie,2
Aquaman,Vision,1
Aquaman,Volstagg,1
Aquaman,Vulture,1
Aquaman,Wanda Maximoff (Pre-WandaVision),1
Aquaman,War Machine,2
Aquaman,Warlock,1
Aquaman,Wasp,2
Aquaman,Whiplash,1
Aquaman,Whiplash (Mark II),2
Aquaman,White Wolf,2
Aquaman,Winter Soldier,1
Aquaman,Wolverine,1
Aquaman,Wong,2
Aquaman,YellowJacket,2
Aquaman,Yondu,2
Aquaman,Zeus,1
Ares,Atom Smasher,2
Ares,Batman,1
Ares,Black Adam,1
Ares,Black Canary,2
Ares,Black Manta,1
Ares,Black Mask,2
Ares,Bloodsport,2
Ares,Captain Boomerang,2
Ares,Cassandra Cain,2
Ares,Cheetah,1
Ares,Cyborg,2
Ares,Cyclone,2
Ares,Dark Flash,1
Ares,Darkseid,1
Ares,Deadshot,1
Ares,Doctor Fate,2
Ares,Doctor Sivana,1
Ares,Doomsday,2
Ares,El Diablo,2
Ares,Enchantress,1
Ares,Envy,1
Ares,Faora,1
Ares,Freddy Freeman,2
Ares,General Zod,2
Ares,Gluttony,1
Ares,Green Lantern,1
Ares,Harley Quinn,1
Ares,Hawkman,2
Ares,Hespera,1
Ares,Huntress,1
Ares,Incubus,1
Ares,Joker,1
Ares,Jor-El,1
Ares,Judomaster,2
Ares,Karathen,2
Ares,Katana,2
Ares,Killer Croc,2
Ares,King Nereus,2
Ares,King Shark,2
Ares,Lex Luthor,2
Ares,Lust,1
Ares,Mera,1
Ares,Mister Zsasz,2
Ares,Nam-Ek,2
Ares,Nuidis Vulko,2
Ares,Ocean Master,1
Ares,Parademon,1
Ares,Peacemaker,2
Ares,Penthesileia,1
Ares,Philippus,2
Ares,Polka-Dot Man,1
Ares,Queen Atlanna,2
Ares,Queen Hippolyta,2
Ares,Ratcatcher,2
Ares,Rick Flag,1
Ares,Sabbac,2
Ares,Savant,2
Ares,Shazam,2
Ares,Slipknot,1
Ares,Sol Soria,2
Ares,Starro,2
Ares,Steppenwolf,1
Ares,Supergirl,2
Ares,Superman,2
Ares,T.D.K.,2
Ares,The Flash,1
Ares,Vigilante,2
Ares,White Dragon,1
Ares,Wonder Woman (Armor of Asteria),1
Ares,Wrath,2
Ares,Zeus,1
Ares,Agatha Harkness,1
Ares,Abomination,1
Ares,Ajak,2
Ares,Ancient One (time stone),2
Ares,Ancient One,2
Ares,Ant-Man,1
Ares,Arishem The Judge,1
Ares,Ayo,2
Ares,Baby Groot,2
Ares,Baron Mordo,2
Ares,Baron Zemo,2
Ares,Black Bolt (Earth 838),2
Ares,Black Bolt,2
Ares,Black Panther,2
Ares,Black Panther,1
Ares,Black Widow,2
Ares,Black Widow,2
Ares,Bucky Barnes,1
Ares,Bullseye,2
Ares,Captain America,1
Ares,Captain America (Worthy),1
Ares,Captain Carter (Earth 838),1
Ares,Captain Marvel,1
Ares,Chitauri Footsoldier,2
Ares,Corvus Glaive,2
Ares,Crossbones,2
Ares,Cull Obsidian,1
Ares,Dar-Benn,1
Ares,Daredevil,2
Ares,Deathlok,1
Ares,Destroyer,1
Ares,Doctor Strange,1
Ares,Dormammu,1
Ares,Drax The Destroyer,1
Ares,Ebony Maw,2
Ares,Echo,1
Ares,Ego,1
Ares,Elektra,1
Ares,Eternity,1
Ares,Falcon,1
Ares,Fandral,2
Ares,Fat Thor,2
Ares,Fenris,1
Ares,Frigga,1
Ares,G'iah,1
Ares,Gamora,2
Ares,Gargantos,2
Ares,Ghost,2
Ares,Ghost Rider,1
Ares,Giant-Man,2
Ares,Gilgamesh,1
Ares,Gorr The God Butcher,1
Ares,Gravik,2
Ares,Groot,1
Ares,Hawkeye,1
Ares,Hawkeye,1
Ares,Heimdall,2
Ares,Hela,1
Ares,High Evolutionary,2
Ares,Hulk (Stark Gauntlet),2
Ares,Hulk,1
Ares,Ikaris,1
Ares,Iron Fist,1
Ares,Iron Man,1
Ares,Iron Man (Mk 1),1
Ares,Iron Man (Stark Gauntlet),2
Ares,Iron Man (Hulkbuster),2
Ares,Iron Monger,2
Ares,Iron Spider,1
Ares,Ironheart,1
Ares,Jemiah The Analyzer,1
Ares,Jessica Jones,2
Ares,Kaecilius,2
Ares,Kang the Conqueror,1
Ares,Killian,2
Ares,Killmonger,2
Ares,Kingo,1
Ares,Kingpin,2
Ares,Korath The Pursuer,1
Ares,Korg,1
Ares,Kro,2
Ares,Kurse,1
Ares,Kid Loki,2
Ares,Lady Loki,1
Ares,Leo Fitz,2
Ares,Leviathan,1
Ares,Loki,2
Ares,Loki (Mind Stone),2
Ares,Loki (Keeper Of The Multiverse),2
Ares,Loki (Variant L1130),1
Ares,Loki (King of Asgard),2
Ares,Luke Cage,2
Ares,M'baku,1
Ares,Makkari,2
Ares,Malekith (Reality Stone),2
Ares,Malekith,1
Ares,Mandarin,1
Ares,Mantis,1
Ares,Mighty Thor,2
Ares,MODOK,2
Ares,Moon Knight,1
Ares,Mr. Fantastic (Earth 838),2
Ares,Mr. Knight,2
Ares,Ms. America,1
Ares,Ms. Marvel,2
Ares,Mysterio,2
Ares,Namor,1
Ares,Nebula,2
Ares,Nick Fury,1
Ares,Nomad,2
Ares,Odin,1
Ares,Okoye,2
Ares,Outrider,1
Ares,Pepper Potts (Extremis),2
Ares,Phastos,2
Ares,Photon,2
Ares,Proxima Midnight,1
Ares,Quake,2
Ares,Quicksilver,2
Ares,Red Guardian,2
Ares,Red Skull (Stonekeeper),2
Ares,Red Skull,1
Ares,Rescue,1
Ares,Rocket Raccoon,2
Ares,Ronan The Accuser (Power Stone),1
Ares,Ronan The Accuser,2
Ares,Ronin,2
Ares,Scarlet Witch,2
Ares,Sersi (uni-mind),1
Ares,Sersi,2
Ares,Shang-Chi,2
Ares,She-Hulk,2
Ares,Shuri,1
Ares,Sif,2
Ares,Sinister Strange,1
Ares,Smart Hulk,2
Ares,Spectral Vision,1
Ares,Spider-Man,1
Ares,Star-Lord (Celestial Power),1
Ares,Star-Lord,1
Ares,Stature,1
Ares,Surtur,2
Ares,Swole Groot,2
Ares,Talos The Untamed,2
Ares,Taskmaster,2
Ares,Teenage Groot,1
Ares,Thanos,2
Ares,Thanos (Infinity Gauntlet),2
Ares,The Collector,2
Ares,The Executioner,1
Ares,The Grandmaster,2
Ares,The Great Protector,1
Ares,The Punisher,2
Ares,Thena,1
Ares,Thor (Pre-Ragnarok),2
Ares,Thor (Awakened),2
Ares,Thor,2
Ares,Ultron,1
Ares,Unworthy Thor,1
Ares,Valkyrie,2
Ares,Vision,1
Ares,Volstagg,1
Ares,Vulture,1
Ares,Wanda Maximoff (Pre-WandaVision),1
Ares,War Machine,2
Ares,Warlock,2
Ares,Wasp,2
Ares,Whiplash,1
Ares,Whiplash (Mark II),1
Ares,White Wolf,1
Ares,Winter Soldier,1
Ares,Wolverine,2
Ares,Wong,1
Ares,YellowJacket,1
Ares,Yondu,2
Ares,Zeus,1
Atom Smasher,Batman,2
Atom Smasher,Black Adam,2
Atom Smasher,Black Canary,2
Atom Smasher,Black Manta,2
Atom Smasher,Black Mask,2
Atom Smasher,Bloodsport,2
Atom Smasher,Captain Boomerang,1
Atom Smasher,Cassandra Cain,1
Atom Smasher,Cheetah,1
Atom Smasher,Cyborg,2
Atom Smasher,Cyclone,1
Atom Smasher,Dark Flash,2
Atom Smasher,Darkseid,2
Atom Smasher,Deadshot,1
Atom Smasher,Doctor Fate,2
Atom Smasher,Doctor Sivana,1
Atom Smasher,Doomsday,2
Atom Smasher,El Diablo,2
Atom Smasher,Enchantress,1
Atom Smasher,Envy,2
Atom Smasher,Faora,2
Atom Smasher,Freddy Freeman,1
Atom Smasher,General Zod,2
Atom Smasher,Gluttony,1
Atom Smasher,Green Lantern,2
Atom Smasher,Harley Quinn,2
Atom Smasher,Hawkman,2
Atom Smasher,Hespera,2
Atom Smasher,Huntress,1
Atom Smasher,Incubus,2
Atom Smasher,Joker,1
Atom Smasher,Jor-El,2
Atom Smasher,Judomaster,1
Atom Smasher,Karathen,2
Atom Smasher,Katana,1
Atom Smasher,Killer Croc,1
Atom Smasher,King Nereus,1
Atom Smasher,King Shark,2
Atom Smasher,Lex Luthor,1
Atom Smasher,Lust,1
Atom Smasher,Mera,2
Atom Smasher,Mister Zsasz,2
Atom Smasher,Nam-Ek,1
Atom Smasher,Nuidis Vulko,2
Atom Smasher,Ocean Master,1
Atom Smasher,Parademon,2
Atom Smasher,Peacemaker,1
Atom Smasher,Penthesileia,2
Atom Smasher,Philippus,2
Atom Smasher,Polka-Dot Man,1
Atom Smasher,Queen Atlanna,1
Atom Smasher,Queen Hippolyta,2
Atom Smasher,Ratcatcher,2
Atom Smasher,Rick Flag,2
Atom Smasher,Sabbac,1
Atom Smasher,Savant,2
Atom Smasher,Shazam,1
Atom Smasher,Slipknot,1
Atom Smasher,Sol Soria,1
Atom Smasher,Starro,1
Atom Smasher,Steppenwolf,2
Atom Smasher,Supergirl,2
Atom Smasher,Superman,1
Atom Smasher,T.D.K.,2
Atom Smasher,The Flash,1
Atom Smasher,Vigilante,2
Atom Smasher,White Dragon,1
Atom Smasher,Wonder Woman (Armor of Asteria),1
Atom Smasher,Wrath,1
Atom Smasher,Zeus,1
Atom Smasher,Agatha Harkness,2
Atom Smasher,Abomination,2
Atom Smasher,Ajak,2
Atom Smasher,Ancient One (time stone),2
Atom Smasher,Ancient One,1
Atom Smasher,Ant-Man,2
Atom Smasher,Arishem The Judge,2
Atom Smasher,Ayo,1
Atom Smasher,Baby Groot,1
Atom Smasher,Baron Mordo,2
Atom Smasher,Baron Zemo,1
Atom Smasher,Black Bolt (Earth 838),2
Atom Smasher,Black Bolt,1
Atom Smasher,Black Panther,1
Atom Smasher,Black Panther,1
Atom Smasher,Black Widow,2
Atom Smasher,Black Widow,1
Atom Smasher,Bucky Barnes,2
Atom Smasher,Bullseye,1
Atom Smasher,Captain America,2
Atom Smasher,Captain America (Worthy),1
Atom Smasher,Captain Carter (Earth 838),2
Atom Smasher,Captain Marvel,1
Atom Smasher,Chitauri Footsoldier,2
Atom Smasher,Corvus Glaive,2
Atom Smasher,Crossbones,1
Atom Smasher,Cull Obsidian,2
Atom Smasher,Dar-Benn,2
Atom Smasher,Daredevil,2
Atom Smasher,Deathlok,2
Atom Smasher,Destroyer,1
Atom Smasher,Doctor Strange,2
Atom Smasher,Dormammu,2
Atom Smasher,Drax The Destroyer,1
Atom Smasher,Ebony Maw,1
Atom Smasher,Echo,1
Atom Smasher,Ego,2
Atom Smasher,Elektra,1
Atom Smasher,Eternity,2
Atom Smasher,Falcon,2
Atom Smasher,Fandral,2
Atom Smasher,Fat Thor,1
Atom Smasher,Fenris,1
Atom Smasher,Frigga,2
Atom Smasher,G'iah,1
Atom Smasher,Gamora,2
Atom Smasher,Gargantos,2
Atom Smasher,Ghost,2
Atom Smasher,Ghost Rider,2
Atom Smasher,Giant-Man,1
Atom Smasher,Gilgamesh,2
Atom Smasher,Gorr The God Butcher,2
Atom Smasher,Gravik,2
Atom Smasher,Groot,2
Atom Smasher,Hawkeye,2
Atom Smasher,Hawkeye,2
Atom Smasher,Heimdall,1
Atom Smasher,Hela,1
Atom Smasher,High Evolutionary,2
Atom Smasher,Hulk (Stark Gauntlet),1
Atom Smasher,Hulk,1
Atom Smasher,Ikaris,1
Atom Smasher,Iron Fist,2
Atom Smasher,Iron Man,2
Atom Smasher,Iron Man (Mk 1),2
Atom Smasher,Iron Man (Stark Gauntlet),1
Atom Smasher,Iron Man (Hulkbuster),1
Atom Smasher,Iron Monger,1
Atom Smasher,Iron Spider,2
Atom Smasher,Ironheart,1
Atom Smasher,Jemiah The Analyzer,1
Atom Smasher,Jessica Jones,1
Atom Smasher,Kaecilius,2
Atom Smasher,Kang the Conqueror,1
Atom Smasher,Killian,2
Atom Smasher,Killmonger,2
Atom Smasher,Kingo,1
Atom Smasher,Kingpin,2
Atom Smasher,Korath The Pursuer,2
Atom Smasher,Korg,1
Atom Smasher,Kro,2
Atom Smasher,Kurse,2
Atom Smasher,Kid Loki,1
Atom Smasher,Lady Loki,2
Atom Smasher,Leo Fitz,1
Atom Smasher,Leviathan,2
Atom Smasher,Loki,2
Atom Smasher,Loki (Mind Stone),2
Atom Smasher,Loki (Keeper Of The Multiverse),1
Atom Smasher,Loki (Variant L1130),1
Atom Smasher,Loki (King of Asgard),1
Atom Smasher,Luke Cage,1
Atom Smasher,M'baku,1
Atom Smasher,Makkari,2
Atom Smasher,Malekith (Reality Stone),2
Atom Smasher,Malekith,2
Atom Smasher,Mandarin,2
Atom Smasher,Mantis,1
Atom Smasher,Mighty Thor,1
Atom Smasher,MODOK,2
Atom Smasher,Moon Knight,1
Atom Smasher,Mr. Fantastic (Earth 838),1
Atom Smasher,Mr. Knight,1
Atom Smasher,Ms. America,1
Atom Smasher,Ms. Marvel,1
Atom Smasher,Mysterio,1
Atom Smasher,Namor,1
Atom Smasher,Nebula,2
Atom Smasher,Nick Fury,1
Atom Smasher,Nomad,2
Atom Smasher,Odin,2
Atom Smasher,Okoye,1
Atom Smasher,Outrider,1
Atom Smasher,Pepper Potts (Extremis),2
Atom Smasher,Phastos,1
Atom Smasher,Photon,2
Atom Smasher,Proxima Midnight,2
Atom Smasher,Quake,1
Atom Smasher,Quicksilver,2
Atom Smasher,Red Guardian,2
Atom Smasher,Red Skull (Stonekeeper),2
Atom Smasher,Red Skull,1
Atom Smasher,Rescue,1
Atom Smasher,Rocket Raccoon,1
Atom Smasher,Ronan The Accuser (Power Stone),1
Atom Smasher,Ronan The Accuser,1
Atom Smasher,Ronin,1
Atom Smasher,Scarlet Witch,1
Atom Smasher,Sersi (uni-mind),2
Atom Smasher,Sersi,2
Atom Smasher,Shang-Chi,1
Atom Smasher,She-Hulk,2
Atom Smasher,Shuri,2
Atom Smasher,Sif,2
Atom Smasher,Sinister Strange,2
Atom Smasher,Smart Hulk,2
Atom Smasher,Spectral Vision,2
Atom Smasher,Spider-Man,1
Atom Smasher,Star-Lord (Celestial Power),2
Atom Smasher,Star-Lord,2
Atom Smasher,Stature,2
Atom Smasher,Surtur,1
Atom Smasher,Swole Groot,1
Atom Smasher,Talos The Untamed,2
Atom Smasher,Taskmaster,2
Atom Smasher,Teenage Groot,2
Atom Smasher,Thanos,1
Atom Smasher,Thanos (Infinity Gauntlet),1
Atom Smasher,The Collector,1
Atom Smasher,The Executioner,1
Atom Smasher,The Grandmaster,1
Atom Smasher,The Great Protector,2
Atom Smasher,The Punisher,2
Atom Smasher,Thena,2
Atom Smasher,Thor (Pre-Ragnarok),1
Atom Smasher,Thor (Awakened),2
Atom Smasher,Thor,2
Atom Smasher,Ultron,1
Atom Smasher,Unworthy Thor,2
Atom Smasher,Valkyrie,2
Atom Smasher,Vision,2
Atom Smasher,Volstagg,2
Atom Smasher,Vulture,1
Atom Smasher,Wanda Maximoff (Pre-WandaVision),2
Atom Smasher,War Machine,1
Atom Smasher,Warlock,1
Atom Smasher,Wasp,1
Atom Smasher,Whiplash,1
Atom Smasher,Whiplash (Mark II),2
Atom Smasher,White Wolf,1
Atom Smasher,Winter Soldier,1
Atom Smasher,Wolverine,1
Atom Smasher,Wong,1
Atom Smasher,YellowJacket,2
Atom Smasher,Yondu,2
Atom Smasher,Zeus,2
Batman,Black Adam,1
Batman,Black Canary,1
Batman,Black Manta,2
Batman,Black Mask,1
Batman,Bloodsport,2
Batman,Captain Boomerang,1
Batman,Cassandra Cain,1
Batman,Cheetah,1
Batman,Cyborg,1
Batman,Cyclone,1
Batman,Dark Flash,2
Batman,Darkseid,2
Batman,Deadshot,1
Batman,Doctor Fate,2
Batman,Doctor Sivana,2
Batman,Doomsday,2
Batman,El Diablo,2
Batman,Enchantress,1
Batman,Envy,2
Batman,Faora,2
Batman,Freddy Freeman,2
Batman,General Zod,2
Batman,Gluttony,2
Batman,Green Lantern,1
Batman,Harley Quinn,2
Batman,Hawkman,1
Batman,Hespera,1
Batman,Huntress,1
Batman,Incubus,1
Batman,Joker,2
Batman,Jor-El,2
Batman,Judomaster,1
Batman,Karathen,1
Batman,Katana,2
Batman,Killer Croc,1
Batman,King Nereus,1
Batman,King Shark,2
Batman,Lex Luthor,2
Batman,Lust,2
Batman,Mera,1
Batman,Mister Zsasz,2
Batman,Nam-Ek,2
Batman,Nuidis Vulko,2
Batman,Ocean Master,2
Batman,Parademon,2
Batman,Peacemaker,2
Batman,Penthesileia,2
Batman,Philippus,2
Batman,Polka-Dot Man,2
Batman,Queen Atlanna,2
Batman,Queen Hippolyta,2
Batman,Ratcatcher,1
Batman,Rick Flag,1
Batman,Sabbac,2
Batman,Savant,2
Batman,Shazam,2
Batman,Slipknot,2
Batman,Sol Soria,1
Batman,Starro,1
Batman,Steppenwolf,2
Batman,Supergirl,1
Batman,Superman,1
Batman,T.D.K.,2
Batman,The Flash,2
Batman,Vigilante,2
Batman,White Dragon,1
Batman,Wonder Woman (Armor of Asteria),2
Batman,Wrath,1
Batman,Zeus,2
Batman,Agatha Harkness,1
Batman,Abomination,2
Batman,Ajak,1
Batman,Ancient One (time stone),1
Batman,Ancient One,2
Batman,Ant-Man,1
Batman,Arishem The Judge,1
Batman,Ayo,2
Batman,Baby Groot,1
Batman,Baron Mordo,2
Batman,Baron Zemo,1
Batman,Black Bolt (Earth 838),1
Batman,Black Bolt,2
Batman,Black Panther,2
Batman,Black Panther,1
Batman,Black Widow,2
Batman,Black Widow,2
Batman,Bucky Barnes,1
Batman,Bullseye,1
Batman,Captain America,1
Batman,Captain America (Worthy),1
Batman,Captain Carter (Earth 838),1
Batman,Captain Marvel,1
Batman,Chitauri Footsoldier,1
Batman,Corvus Glaive,1
Batman,Crossbones,2
Batman,Cull Obsidian,1
Batman,Dar-Benn,1
Batman,Daredevil,2
Batman,Deathlok,1
Batman,Destroyer,1
Batman,Doctor Strange,1
Batman,Dormammu,1
Batman,Drax The Destroyer,2
Batman,Ebony Maw,1
Batman,Echo,2
Batman,Ego,1
Batman,Elektra,1
Batman,Eternity,1
Batman,Falcon,2
Batman,Fandral,2
Batman,Fat Thor,1
Batman,Fenris,1
Batman,Frigga,2
Batman,G'iah,1
Batman,Gamora,2
Batman,Gargantos,2
Batman,Ghost,2
Batman,Ghost Rider,1
Batman,Giant-Man,2
Batman,Gilgamesh,2
Batman,Gorr The God Butcher,2
Batman,Gravik,2
Batman,Groot,1
Batman,Hawkeye,1
Batman,Hawkeye,1
Batman,Heimdall,2
Batman,Hela,2
Batman,High Evolutionary,2
Batman,Hulk (Stark Gauntlet),1
Batman,Hulk,2
Batman,Ikaris,2
Batman,Iron Fist,1
Batman,Iron Man,2
Batman,Iron Man (Mk 1),1
Batman,Iron Man (Stark Gauntlet),1
Batman,Iron Man (Hulkbuster),1
Batman,Iron Monger,2
Batman,Iron Spider,1
Batman,Ironheart,2
Batman,Jemiah The Analyzer,2
Batman,Jessica Jones,1
Batman,Kaecilius,1
Batman,Kang the Conqueror,1
Batman,Killian,1
Batman,Killmonger,1
Batman,Kingo,2
Batman,Kingpin,2
Batman,Korath The Pursuer,2
Batman,Korg,2
Batman,Kro,2
Batman,Kurse,1
Batman,Kid Loki,1
Batman,Lady Loki,2
Batman,Leo Fitz,1
Batman,Leviathan,2
Batman,Loki,2
Batman,Loki (Mind Stone),1
Batman,Loki (Keeper Of The Multiverse),1
Batman,Loki (Variant L1130),2
Batman,Loki (King of Asgard),1
Batman,Luke Cage,2
Batman,M'baku,1
Batman,Makkari,1
Batman,Malekith (Reality Stone),2
Batman,Malekith,1
Batman,Mandarin,1
Batman,Mantis,2
Batman,Mighty Thor,2
Batman,MODOK,2
Batman,Moon Knight,1
Batman,Mr. Fantastic (Earth 838),2
Batman,Mr. Knight,2
Batman,Ms. America,1
Batman,Ms. Marvel,1
Batman,Mysterio,2
Batman,Namor,2
Batman,Nebula,2
Batman,Nick Fury,2
Batman,Nomad,1
Batman,Odin,1
Batman,Okoye,2
Batman,Outrider,2
Batman,Pepper Potts (Extremis),1
Batman,Phastos,2
Batman,Photon,2
Batman,Proxima Midnight,2
Batman,Quake,2
Batman,Quicksilver,2
Batman,Red Guardian,1
Batman,Red Skull (Stonekeeper),1
Batman,Red Skull,1
Batman,Rescue,1
Batman,Rocket Raccoon,1
Batman,Ronan The Accuser (Power Stone),1
Batman,Ronan The Accuser,1
Batman,Ronin,2
Batman,Scarlet Witch,2
Batman,Sersi (uni-mind),2
Batman,Sersi,1
Batman,Shang-Chi,2
Batman,She-Hulk,2
Batman,Shuri,2
Batman,Sif,1
Batman,Sinister Strange,1
Batman,Smart Hulk,1
Batman,Spectral Vision,1
Batman,Spider-Man,2
Batman,Star-Lord (Celestial Power),1
Batman,Star-Lord,1
Batman,Stature,2
Batman,Surtur,1
Batman,Swole Groot,1
Batman,Talos The Untamed,2
Batman,Taskmaster,1
